deviceid,appversion,timestamp,temperature
810EBM32TZ4K,V1.0.0,2019-07-12 14:27:07,28.0
810EBM32TZ4K,V1.0.0,2019-07-12 14:27:12,28.0
810EBM32TZ4K,V1.0.0,2019-07-12 14:27:17,28.0
810EBM32TZ4K,V1.0.0,2019-07-12 14:27:22,28.0
810EBM32TZ4K,V1.0.0,2019-07-12 14:27:27,28.0
